,PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N
298,705,PSZ2_G144.84-35.16,32.42297816,24.35543454,2:09:42,+24:21:19.56,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=32.422978&dec=24.355435&opt=S,MADE,4.8356,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0015,-0.14,,,,
299,1517,PSZ2_G322.74-42.10,330.7661473,-67.96347356,22:03:04,-67:57:49,False,,,4.8268,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0088,0.76,,,,
300,364,PSZ2_G084.15-08.63,320.936274,38.13474323,21:23:45,+38:08:05.07,False,,,4.8244,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,-0.01,-1.95,,,,
301,1307,PSZ2_G280.78-52.22,40.30641152,-59.92756942,2:41:14,-59:55:39,False,,,4.8231,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0036,0.49,,,,
302,1404,PSZ2_G296.59-10.50,171.9015264,-72.33731,11:27:36,-72:20:14,False,,,4.8153,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0116,2.43,,,,
303,281,PSZ2_G066.76-08.42,307.7695687,25.044757699999998,20:31:05,+25:02:41.12,False,,,4.8127,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0039,-1.43,,,,
304,740,PSZ2_G152.47+42.11,142.4646549,61.65786711,9:29:52,+61:39:28.32,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=142.464655&dec=61.657867&opt=S,MADE,4.8107,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.001,-0.29,,,,
305,771,PSZ2_G161.73-28.58,49.57338282,23.01232327,3:18:18,+23:00:44.36,False,,,4.8088,-1,-1,,-1,T,,,,,,unknown,unknown,True,,,,0.0036,0.82,,,,
306,1559,PSZ2_G332.11-23.63,281.8545359,-63.46697178,18:47:25,-63:28:01,False,,,4.8077,-1,-1,,-1,F,,,,,,unknown,unknown,False,,,,0.0203,1.1,,,,
307,763,PSZ2_G158.45-42.92,38.72074873,12.70278728,2:34:53,+12:42:10.03,False,,,4.8072,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0007,0.15,,,,
308,1121,PSZ2_G246.91+24.65,141.520125,-15.187408999999999,9:26:05,-15:11:15,False,,,4.8031,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,0.0209,2.51,,,,
309,10,PSZ2_G002.88-22.45,292.0147682,-35.87609336,19:28:04,-35:52:34,False,,,4.8006,-1,-1,,-1,T,,,,,,unknown,unknown,False,,,,0.0078,0.88,,,,
310,644,PSZ2_G130.64+37.16,161.7858341,78.03349241,10:47:09,+78:02:00.57,True,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=161.785834&dec=78.033492&opt=S,MADE,4.7978,-1,-1,,-1,F,,,,,,unknown,unknown,True,,,,-0.0073,-3.43,,,,
311,1164,PSZ2_G254.10+19.95,142.48230859999998,-23.27295538,9:29:56,-23:16:23,False,,,4.7974,870,-1,,-1,T,PSZ1_G254.09+19.96,,,,,unknown,unknown,True,,0.0037,0.81,0.004,0.89,870.0,1164.0,4.797,5.4510000000000005
