#  Table all_wfc_june03.fits[1]  Thu 15:22:31 12-Jun-2003

#      WAVELENGTH           F435W           F475W           F550M           F555W           F606W           F625W           F775W           F814W          F850LP

            6514.     1.932242E-7     1.550070E-7     1.677267E-6     1.589608E-5       0.4101306       0.4050155     1.972645E-4     1.345942E-4     5.830438E-8
           6514.5     1.932495E-7     1.542186E-7     1.670515E-6     1.577970E-5       0.4106902       0.4047246     2.041853E-4     1.393922E-4     5.832573E-8
            6515.     1.932747E-7     1.534301E-7     1.663763E-6     1.566332E-5       0.4112497       0.4044338     2.111059E-4     1.441901E-4     5.834709E-8
           6515.5     1.933000E-7     1.526416E-7     1.657011E-6     1.554694E-5       0.4118094       0.4041429     2.180266E-4     1.489881E-4     5.836843E-8
            6516.     1.933253E-7     1.518531E-7     1.650259E-6     1.543056E-5        0.412369       0.4038521     2.249473E-4     1.537861E-4     5.838979E-8
           6516.5     1.933505E-7     1.510646E-7     1.643507E-6     1.531418E-5       0.4129285       0.4035612     2.318680E-4     1.585841E-4     5.841114E-8
            6517.     1.933758E-7     1.502762E-7     1.636754E-6     1.519780E-5       0.4134881       0.4032703     2.387887E-4     1.633821E-4     5.843249E-8
           6517.5     1.934010E-7     1.494876E-7     1.630002E-6     1.508142E-5       0.4140476       0.4029794     2.457094E-4     1.681801E-4     5.845384E-8
            6518.     1.934263E-7     1.486992E-7     1.623250E-6     1.496504E-5       0.4146073       0.4026886     2.526302E-4     1.729781E-4     5.847520E-8
           6518.5     1.934516E-7     1.479107E-7     1.616498E-6     1.484866E-5       0.4151669       0.4023978     2.595509E-4     1.777761E-4     5.849655E-8
            6519.     1.934768E-7     1.471222E-7     1.609745E-6     1.473228E-5       0.4157265       0.4021069     2.664716E-4     1.825741E-4     5.851789E-8
           6519.5     1.935021E-7     1.463337E-7     1.602993E-6     1.461590E-5        0.416286        0.401816     2.733923E-4     1.873721E-4     5.853924E-8
            6520.     1.935273E-7     1.455452E-7     1.596241E-6     1.449952E-5       0.4168456       0.4015251     2.803130E-4     1.921701E-4     5.856059E-8
           6520.5     1.935461E-7     1.447519E-7     1.589435E-6     1.442933E-5       0.4157408       0.4016087     2.872241E-4     1.969615E-4     5.857999E-8
            6521.     1.935649E-7     1.439586E-7     1.582630E-6     1.435914E-5       0.4146359       0.4016924     2.941348E-4     2.017526E-4     5.859938E-8
           6521.5     1.935837E-7     1.431654E-7     1.575826E-6     1.428897E-5       0.4135312        0.401776     3.010450E-4     2.065434E-4     5.861877E-8
            6522.     1.936025E-7     1.423722E-7     1.569022E-6     1.421879E-5       0.4124266       0.4018597     3.079548E-4     2.113339E-4     5.863816E-8
           6522.5     1.936213E-7     1.415791E-7     1.562218E-6     1.414862E-5        0.411322       0.4019433     3.148640E-4     2.161240E-4     5.865754E-8
            6523.     1.936401E-7     1.407860E-7     1.555415E-6     1.407846E-5       0.4102175        0.402027     3.217729E-4     2.209138E-4     5.867693E-8
           6523.5     1.936589E-7     1.399930E-7     1.548613E-6     1.400830E-5       0.4091131       0.4021106     3.286813E-4     2.257034E-4     5.869632E-8
            6524.     1.936776E-7     1.392001E-7     1.541811E-6     1.393814E-5       0.4080087       0.4021942     3.355892E-4     2.304926E-4     5.871570E-8
           6524.5     1.936964E-7     1.384072E-7     1.535009E-6     1.386799E-5       0.4069045       0.4022778     3.424966E-4     2.352814E-4     5.873508E-8
            6525.     1.937152E-7     1.376143E-7     1.528207E-6     1.379784E-5       0.4058002       0.4023614     3.494036E-4     2.400699E-4     5.875445E-8
           6525.5     1.937340E-7     1.368215E-7     1.521406E-6     1.372770E-5       0.4046961        0.402445     3.563101E-4     2.448582E-4     5.877383E-8
            6526.     1.937527E-7     1.360288E-7     1.514606E-6     1.365756E-5        0.403592       0.4025285     3.632162E-4     2.496461E-4     5.879320E-8
           6526.5     1.937715E-7     1.352360E-7     1.507806E-6     1.358743E-5        0.402488       0.4026121     3.701218E-4     2.544337E-4     5.881258E-8
            6527.     1.937903E-7     1.344434E-7     1.501006E-6     1.351730E-5       0.4013841       0.4026957     3.770269E-4     2.592210E-4     5.883195E-8
           6527.5     1.938090E-7     1.336508E-7     1.494207E-6     1.344718E-5       0.4002802       0.4027793     3.839316E-4     2.640080E-4     5.885133E-8
            6528.     1.938278E-7     1.328583E-7     1.487408E-6     1.337706E-5       0.3991764       0.4028628     3.908358E-4     2.687946E-4     5.887070E-8
           6528.5     1.938466E-7     1.320658E-7     1.480611E-6     1.330695E-5       0.3980727       0.4029464     3.977396E-4     2.735810E-4     5.889007E-8
            6529.     1.938653E-7     1.312734E-7     1.473813E-6     1.323684E-5       0.3969692       0.4030299     4.046429E-4     2.783669E-4     5.890945E-8
           6529.5     1.938841E-7     1.304810E-7     1.467015E-6     1.316673E-5       0.3958655       0.4031134     4.115457E-4     2.831526E-4     5.892879E-8
            6530.     1.939028E-7     1.296886E-7     1.460218E-6     1.309663E-5       0.3947621        0.403197     4.184481E-4     2.879380E-4     5.894816E-8
           6530.5     1.939265E-7     1.288997E-7     1.453459E-6     1.302687E-5       0.3962487        0.403412     4.253609E-4     2.927305E-4     5.896903E-8
            6531.     1.939502E-7     1.281107E-7     1.446700E-6     1.295711E-5       0.3977354       0.4036269     4.322736E-4     2.975229E-4     5.898990E-8
           6531.5     1.939740E-7     1.273217E-7     1.439941E-6     1.288735E-5       0.3992219       0.4038418     4.391862E-4     3.023153E-4     5.901078E-8
            6532.     1.939976E-7     1.265327E-7     1.433182E-6     1.281758E-5       0.4007086       0.4040568     4.460986E-4     3.071076E-4     5.903164E-8
           6532.5     1.940214E-7     1.257438E-7     1.426423E-6     1.274783E-5        0.402195       0.4042718     4.530110E-4     3.118998E-4     5.905250E-8
            6533.     1.940451E-7     1.249549E-7     1.419664E-6     1.267807E-5       0.4036816       0.4044867     4.599232E-4     3.166920E-4     5.907336E-8
           6533.5     1.940688E-7     1.241660E-7     1.412905E-6     1.260831E-5       0.4051681       0.4047016     4.668354E-4     3.214840E-4     5.909424E-8
            6534.     1.940925E-7     1.233770E-7     1.406147E-6     1.253855E-5       0.4066546       0.4049166     4.737474E-4     3.262761E-4     5.911510E-8
           6534.5     1.941162E-7     1.225882E-7     1.399388E-6     1.246880E-5       0.4081411       0.4051315     4.806594E-4     3.310680E-4     5.913597E-8
            6535.     1.941399E-7     1.217993E-7     1.392630E-6     1.239905E-5       0.4096276       0.4053465     4.875712E-4     3.358599E-4     5.915684E-8
           6535.5     1.941636E-7     1.210104E-7     1.385871E-6     1.232929E-5       0.4111139       0.4055614     4.944829E-4     3.406516E-4     5.917769E-8
            6536.     1.941873E-7     1.202215E-7     1.379113E-6     1.225954E-5       0.4126003       0.4057763     5.013945E-4     3.454433E-4     5.919857E-8
           6536.5     1.942110E-7     1.194327E-7     1.372355E-6     1.218979E-5       0.4140867       0.4059912     5.083060E-4     3.502349E-4     5.921942E-8
            6537.     1.942347E-7     1.186439E-7     1.365597E-6     1.212004E-5       0.4155731       0.4062061     5.152174E-4     3.550265E-4     5.924029E-8
           6537.5     1.942583E-7     1.178550E-7     1.358839E-6     1.205029E-5       0.4170594        0.406421     5.221286E-4     3.598179E-4     5.926115E-8
            6538.     1.942821E-7     1.170662E-7     1.352082E-6     1.198055E-5       0.4185457        0.406636     5.290398E-4     3.646094E-4     5.928202E-8
           6538.5     1.943057E-7     1.162774E-7     1.345324E-6     1.191080E-5        0.420032       0.4068509     5.359509E-4     3.694007E-4     5.930288E-8
            6539.     1.943294E-7     1.154886E-7     1.338566E-6     1.184105E-5       0.4215182       0.4070657     5.428618E-4     3.741919E-4     5.932374E-8
           6539.5     1.943531E-7     1.146999E-7     1.331809E-6     1.177131E-5       0.4230044       0.4072806     5.497727E-4     3.789831E-4     5.934460E-8
            6540.     1.943768E-7     1.139111E-7     1.325051E-6     1.170157E-5       0.4244906       0.4074956     5.566834E-4     3.837743E-4     5.936545E-8
           6540.5     1.944170E-7     1.131320E-7     1.318406E-6     1.163281E-5       0.4231986       0.4084477     5.636420E-4     3.885983E-4     5.939138E-8
            6541.     1.944573E-7     1.123527E-7     1.311760E-6     1.156405E-5       0.4219063          0.4094     5.706016E-4     3.934231E-4     5.941728E-8
           6541.5     1.944975E-7     1.115733E-7     1.305113E-6     1.149527E-5       0.4206138       0.4103524     5.775622E-4     3.982485E-4     5.944318E-8
            6542.     1.945377E-7     1.107938E-7     1.298464E-6     1.142648E-5       0.4193211        0.411305     5.845239E-4     4.030748E-4     5.946910E-8
           6542.5     1.945779E-7     1.100142E-7     1.291815E-6     1.135769E-5       0.4180282       0.4122577     5.914866E-4     4.079018E-4     5.949502E-8
            6543.     1.946181E-7     1.092344E-7     1.285164E-6     1.128888E-5       0.4167351       0.4132106     5.984505E-4     4.127296E-4     5.952095E-8
           6543.5     1.946584E-7     1.084546E-7     1.278513E-6     1.122006E-5       0.4154418       0.4141636     6.054155E-4     4.175580E-4     5.954687E-8
            6544.     1.946986E-7     1.076746E-7     1.271860E-6     1.115123E-5       0.4141483       0.4151168     6.123814E-4     4.223872E-4     5.957279E-8
           6544.5     1.947388E-7     1.068945E-7     1.265206E-6     1.108239E-5       0.4128546         0.41607     6.193485E-4     4.272173E-4     5.959872E-8
            6545.     1.947791E-7     1.061142E-7     1.258552E-6     1.101354E-5       0.4115608       0.4170235     6.263167E-4     4.320480E-4     5.962467E-8
           6545.5     1.948193E-7     1.053339E-7     1.251896E-6     1.094468E-5       0.4102666       0.4179771     6.332858E-4     4.368793E-4     5.965060E-8
            6546.     1.948596E-7     1.045534E-7     1.245239E-6     1.087581E-5       0.4089723       0.4189308     6.402562E-4     4.417116E-4     5.967654E-8
           6546.5     1.948998E-7     1.037728E-7     1.238581E-6     1.080693E-5       0.4076778       0.4198847     6.472275E-4     4.465445E-4     5.970249E-8
            6547.     1.949401E-7     1.029921E-7     1.231923E-6     1.073803E-5        0.406383       0.4208387     6.541999E-4     4.513781E-4     5.972844E-8
           6547.5     1.949803E-7     1.022112E-7     1.225263E-6     1.066913E-5       0.4050881       0.4217928     6.611734E-4     4.562125E-4     5.975439E-8
            6548.     1.950206E-7     1.014303E-7     1.218602E-6     1.060021E-5       0.4037929       0.4227471     6.681479E-4     4.610477E-4     5.978034E-8
           6548.5     1.950609E-7     1.006492E-7     1.211940E-6     1.053129E-5       0.4024976       0.4237015     6.751234E-4     4.658836E-4     5.980630E-8
            6549.     1.951011E-7     9.986796E-8     1.205277E-6     1.046235E-5        0.401202       0.4246561     6.821000E-4     4.707201E-4     5.983226E-8
           6549.5     1.951414E-7     9.908664E-8     1.198613E-6     1.039340E-5       0.3999063       0.4256108     6.890778E-4     4.755576E-4     5.985822E-8
            6550.     1.951817E-7     9.830519E-8     1.191948E-6     1.032444E-5       0.3986103       0.4265657     6.960566E-4     4.803957E-4     5.988419E-8
           6550.5     1.952024E-7     9.945336E-8     1.185162E-6     1.025444E-5        0.400438       0.4268468     7.029658E-4     4.851857E-4     5.990414E-8
            6551.     1.952230E-7     1.006015E-7     1.178377E-6     1.018444E-5       0.4022655        0.427128     7.098746E-4     4.899755E-4     5.992408E-8
           6551.5     1.952436E-7     1.017495E-7     1.171593E-6     1.011445E-5       0.4040929        0.427409     7.167830E-4     4.947651E-4     5.994401E-8
            6552.     1.952643E-7     1.028975E-7     1.164808E-6     1.004446E-5       0.4059202       0.4276901     7.236912E-4     4.995544E-4     5.996396E-8
           6552.5     1.952849E-7     1.040455E-7     1.158024E-6     9.974471E-6       0.4077475       0.4279712     7.305991E-4     5.043435E-4     5.998390E-8
            6553.     1.953055E-7     1.051934E-7     1.151240E-6     9.904485E-6       0.4095746       0.4282522     7.375065E-4     5.091323E-4     6.000383E-8
           6553.5     1.953262E-7     1.063412E-7     1.144457E-6     9.834503E-6       0.4114017       0.4285332     7.444136E-4     5.139210E-4     6.002377E-8
            6554.     1.953468E-7     1.074890E-7     1.137674E-6     9.764526E-6       0.4132287       0.4288143     7.513206E-4     5.187095E-4     6.004370E-8
           6554.5     1.953674E-7     1.086367E-7     1.130891E-6     9.694551E-6       0.4150556       0.4290953     7.582271E-4     5.234977E-4     6.006364E-8
            6555.     1.953881E-7     1.097844E-7     1.124108E-6     9.624579E-6       0.4168825       0.4293763     7.651334E-4     5.282857E-4     6.008358E-8
           6555.5     1.954087E-7     1.109320E-7     1.117326E-6     9.554611E-6       0.4187092       0.4296573     7.720392E-4     5.330734E-4     6.010350E-8
            6556.     1.954293E-7     1.120796E-7     1.110544E-6     9.484646E-6       0.4205358       0.4299383     7.789448E-4     5.378610E-4     6.012345E-8
           6556.5     1.954499E-7     1.132271E-7     1.103763E-6     9.414685E-6       0.4223624       0.4302193     7.858500E-4     5.426483E-4     6.014337E-8
            6557.     1.954706E-7     1.143746E-7     1.096981E-6     9.344726E-6       0.4241889       0.4305002     7.927549E-4     5.474354E-4     6.016330E-8
           6557.5     1.954912E-7     1.155220E-7     1.090200E-6     9.274770E-6       0.4260152       0.4307811     7.996593E-4     5.522222E-4     6.018322E-8
            6558.     1.955118E-7     1.166694E-7     1.083420E-6     9.204819E-6       0.4278415       0.4310621     8.065637E-4     5.570089E-4     6.020316E-8
           6558.5     1.955325E-7     1.178167E-7     1.076639E-6     9.134870E-6       0.4296678       0.4313429     8.134676E-4     5.617953E-4     6.022309E-8
            6559.     1.955531E-7     1.189639E-7     1.069859E-6     9.064926E-6       0.4314939       0.4316238     8.203711E-4     5.665814E-4     6.024301E-8
           6559.5     1.955737E-7     1.201111E-7     1.063080E-6     8.994984E-6         0.43332       0.4319047     8.272744E-4     5.713673E-4     6.026293E-8
            6560.     1.955943E-7     1.212583E-7     1.056300E-6     8.925045E-6       0.4351459       0.4321856     8.341774E-4     5.761531E-4     6.028285E-8
           6560.5     1.956269E-7     1.224129E-7     1.049586E-6     8.882333E-6       0.4341008       0.4322262     8.411316E-4     5.809743E-4     6.030648E-8
            6561.     1.956596E-7     1.235676E-7     1.042871E-6     8.839617E-6       0.4330558        0.432267     8.480866E-4     5.857959E-4     6.033012E-8
           6561.5     1.956922E-7     1.247223E-7     1.036155E-6     8.796899E-6       0.4320104       0.4323075     8.550418E-4     5.906178E-4     6.035374E-8
            6562.     1.957249E-7     1.258772E-7     1.029439E-6     8.754177E-6       0.4309652       0.4323482     8.619977E-4     5.954400E-4     6.037737E-8
           6562.5     1.957575E-7     1.270321E-7     1.022722E-6     8.711451E-6       0.4299198       0.4323888     8.689539E-4     6.002627E-4     6.040101E-8
            6563.     1.957902E-7     1.281872E-7     1.016006E-6     8.668723E-6       0.4288744       0.4324294     8.759109E-4     6.050858E-4     6.042465E-8
           6563.5     1.958228E-7     1.293423E-7     1.009288E-6     8.625992E-6       0.4278288       0.4324701     8.828684E-4     6.099091E-4     6.044829E-8
            6564.     1.958554E-7     1.304975E-7     1.002570E-6     8.583255E-6       0.4267832       0.4325107     8.898263E-4     6.147329E-4     6.047192E-8
           6564.5     1.958881E-7     1.316528E-7     9.958510E-7     8.540518E-6       0.4257375       0.4325513     8.967849E-4     6.195570E-4     6.049557E-8
            6565.     1.959208E-7     1.328082E-7     9.891319E-7     8.497776E-6       0.4246917        0.432592     9.037439E-4     6.243815E-4     6.051921E-8
           6565.5     1.959534E-7     1.339637E-7     9.824122E-7     8.455031E-6       0.4236458       0.4326326     9.107033E-4     6.292062E-4     6.054285E-8
            6566.     1.959861E-7     1.351193E-7     9.756922E-7     8.412283E-6       0.4225999       0.4326733     9.176634E-4     6.340314E-4     6.056649E-8
           6566.5     1.960187E-7     1.362749E-7     9.689713E-7     8.369531E-6       0.4215539        0.432714     9.246240E-4     6.388570E-4     6.059014E-8
            6567.     1.960514E-7     1.374306E-7     9.622501E-7     8.326776E-6       0.4205077       0.4327546     9.315850E-4     6.436828E-4     6.061379E-8
           6567.5     1.960840E-7     1.385865E-7     9.555284E-7     8.284020E-6       0.4194615       0.4327953     9.385467E-4     6.485092E-4     6.063745E-8
            6568.     1.961167E-7     1.397424E-7     9.488061E-7     8.241257E-6       0.4184152       0.4328358     9.455088E-4     6.533358E-4     6.066109E-8
           6568.5     1.961494E-7     1.408984E-7     9.420834E-7     8.198493E-6       0.4173689       0.4328766     9.524715E-4     6.581628E-4     6.068474E-8
            6569.     1.961820E-7     1.420544E-7     9.353600E-7     8.155724E-6       0.4163224       0.4329171     9.594346E-4     6.629901E-4     6.070839E-8
           6569.5     1.962147E-7     1.432106E-7     9.286364E-7     8.112954E-6        0.415276       0.4329579     9.663983E-4     6.678179E-4     6.073206E-8
            6570.     1.962473E-7     1.443669E-7     9.219120E-7     8.070178E-6       0.4142293       0.4329985     9.733626E-4     6.726459E-4     6.075570E-8
           6570.5     1.962684E-7     1.455146E-7     9.151331E-7     8.026926E-6       0.4149625       0.4327951     9.802694E-4     6.774343E-4     6.077577E-8
            6571.     1.962895E-7     1.466623E-7     9.083545E-7     7.983676E-6       0.4156957       0.4325917     9.871760E-4     6.822225E-4     6.079583E-8
           6571.5     1.963105E-7     1.478100E-7     9.015762E-7     7.940428E-6       0.4164289       0.4323884     9.940822E-4     6.870105E-4     6.081590E-8
            6572.     1.963316E-7     1.489576E-7     8.947981E-7     7.897182E-6        0.417162        0.432185     0.001000988     6.917983E-4     6.083597E-8
           6572.5     1.963527E-7     1.501051E-7     8.880204E-7     7.853937E-6       0.4178951       0.4319817     0.001007894     6.965859E-4     6.085603E-8
            6573.     1.963737E-7     1.512526E-7     8.812428E-7     7.810693E-6       0.4186282       0.4317783     0.001014799     7.013733E-4     6.087608E-8
           6573.5     1.963948E-7     1.524001E-7     8.744658E-7     7.767453E-6       0.4193612       0.4315751     0.001021704     7.061605E-4     6.089616E-8
            6574.     1.964159E-7     1.535475E-7     8.676890E-7     7.724214E-6       0.4200942       0.4313717     0.001028609     7.109474E-4     6.091621E-8
           6574.5     1.964369E-7     1.546948E-7     8.609123E-7     7.680977E-6       0.4208272       0.4311684     0.001035513     7.157343E-4     6.093627E-8
            6575.     1.964580E-7     1.558421E-7     8.541360E-7     7.637741E-6       0.4215601       0.4309652     0.001042417     7.205209E-4     6.095633E-8
           6575.5     1.964790E-7     1.569894E-7     8.473599E-7     7.594506E-6        0.422293       0.4307618     0.001049321     7.253072E-4     6.097638E-8
            6576.     1.965001E-7     1.581366E-7     8.405842E-7     7.551274E-6       0.4230259       0.4305585     0.001056225     7.300933E-4     6.099644E-8
           6576.5     1.965212E-7     1.592837E-7     8.338088E-7     7.508045E-6       0.4237588       0.4303553     0.001063128     7.348793E-4     6.101650E-8
            6577.     1.965422E-7     1.604308E-7     8.270335E-7     7.464816E-6       0.4244915        0.430152     0.001070031     7.396651E-4     6.103654E-8
           6577.5     1.965633E-7     1.615779E-7     8.202589E-7     7.421590E-6       0.4252244       0.4299488     0.001076934     7.444507E-4     6.105661E-8
            6578.     1.965843E-7     1.627249E-7     8.134842E-7     7.378366E-6       0.4259571       0.4297456     0.001083836     7.492360E-4     6.107666E-8
           6578.5     1.966054E-7     1.638719E-7     8.067099E-7     7.335143E-6       0.4266898       0.4295422     0.001090738     7.540211E-4     6.109671E-8
            6579.     1.966265E-7     1.650188E-7     7.999359E-7     7.291923E-6       0.4274225       0.4293391      0.00109764     7.588062E-4     6.111677E-8
           6579.5     1.966475E-7     1.661657E-7     7.931622E-7     7.248703E-6       0.4281551       0.4291358     0.001104542     7.635908E-4     6.113681E-8
            6580.     1.966685E-7     1.673125E-7     7.863888E-7     7.205486E-6       0.4288878       0.4289326     0.001111443     7.683754E-4     6.115686E-8
           6580.5     1.966960E-7     1.684648E-7     7.796413E-7     7.162506E-6       0.4281057        0.429253     0.001118381     7.731852E-4     6.117893E-8
            6581.     1.967235E-7     1.696171E-7     7.728935E-7     7.119524E-6       0.4273235       0.4295733     0.001125318     7.779949E-4     6.120098E-8
           6581.5     1.967511E-7     1.707695E-7     7.661458E-7     7.076543E-6       0.4265414       0.4298938     0.001132256     7.828049E-4     6.122305E-8
            6582.     1.967786E-7     1.719218E-7     7.593977E-7     7.033559E-6       0.4257591       0.4302142     0.001139195     7.876149E-4     6.124510E-8
           6582.5     1.968061E-7     1.730742E-7     7.526495E-7     6.990575E-6        0.424977       0.4305345     0.001146133     7.924252E-4     6.126717E-8
            6583.     1.968336E-7     1.742267E-7     7.459013E-7     6.947590E-6       0.4241948       0.4308549     0.001153072     7.972354E-4     6.128923E-8
           6583.5     1.968611E-7     1.753791E-7     7.391528E-7     6.904604E-6       0.4234126       0.4311754      0.00116001     8.020459E-4     6.131128E-8
            6584.     1.968886E-7     1.765316E-7     7.324041E-7     6.861617E-6       0.4226303       0.4314958     0.001166949     8.068564E-4     6.133335E-8
           6584.5     1.969161E-7     1.776842E-7     7.256554E-7     6.818629E-6        0.421848       0.4318162     0.001173888     8.116669E-4     6.135541E-8
            6585.     1.969436E-7     1.788367E-7     7.189064E-7     6.775640E-6       0.4210657       0.4321366     0.001180827     8.164776E-4     6.137747E-8
           6585.5     1.969712E-7     1.799893E-7     7.121574E-7     6.732650E-6       0.4202835       0.4324571     0.001187766     8.212886E-4     6.139954E-8
            6586.     1.969987E-7     1.811419E-7     7.054082E-7     6.689659E-6       0.4195011       0.4327775     0.001194706     8.260995E-4     6.142160E-8
           6586.5     1.970262E-7     1.822944E-7     6.986588E-7     6.646666E-6       0.4187188        0.433098     0.001201645     8.309105E-4     6.144366E-8
            6587.     1.970537E-7     1.834471E-7     6.919092E-7     6.603673E-6       0.4179364       0.4334184     0.001208585     8.357217E-4     6.146573E-8
           6587.5     1.970812E-7     1.845998E-7     6.851594E-7     6.560679E-6        0.417154       0.4337389     0.001215525     8.405329E-4     6.148780E-8
            6588.     1.971088E-7     1.857525E-7     6.784095E-7     6.517685E-6       0.4163716       0.4340593     0.001222465     8.453444E-4     6.150985E-8
           6588.5     1.971363E-7     1.869052E-7     6.716594E-7     6.474687E-6       0.4155892       0.4343798     0.001229405     8.501558E-4     6.153191E-8
            6589.     1.971638E-7     1.880579E-7     6.649092E-7     6.431691E-6       0.4148067       0.4347003     0.001236346     8.549675E-4     6.155398E-8
           6589.5     1.971913E-7     1.892107E-7     6.581589E-7     6.388693E-6       0.4140243       0.4350208     0.001243286     8.597792E-4     6.157605E-8
            6590.     1.972188E-7     1.903635E-7     6.514084E-7     6.345694E-6       0.4132418       0.4353413     0.001250227     8.645910E-4     6.159812E-8
           6590.5     1.972441E-7     1.890503E-7     6.446505E-7     6.302623E-6       0.4134853       0.4351716     0.001257154     8.693933E-4     6.161950E-8
            6591.     1.972694E-7     1.877371E-7     6.378925E-7     6.259551E-6       0.4137287       0.4350018      0.00126408     8.741954E-4     6.164087E-8
           6591.5     1.972947E-7     1.864239E-7     6.311346E-7     6.216480E-6       0.4139721       0.4348321     0.001271007     8.789974E-4     6.166224E-8
            6592.     1.973200E-7     1.851106E-7     6.243765E-7     6.173408E-6       0.4142155       0.4346623     0.001277933     8.837995E-4     6.168360E-8
           6592.5     1.973453E-7     1.837974E-7     6.176185E-7     6.130336E-6       0.4144589       0.4344925      0.00128486     8.886016E-4     6.170497E-8
            6593.     1.973706E-7     1.824842E-7     6.108606E-7     6.087265E-6       0.4147024       0.4343228     0.001291787     8.934038E-4     6.172635E-8
           6593.5     1.973958E-7     1.811710E-7     6.041026E-7     6.044193E-6       0.4149458        0.434153     0.001298713     8.982059E-4     6.174772E-8
            6594.     1.974211E-7     1.798578E-7     5.973446E-7     6.001122E-6       0.4151892       0.4339833      0.00130564     9.030080E-4     6.176909E-8
           6594.5     1.974464E-7     1.785446E-7     5.905866E-7     5.958050E-6       0.4154327       0.4338135     0.001312567     9.078102E-4     6.179046E-8
            6595.     1.974717E-7     1.772313E-7     5.838286E-7     5.914978E-6       0.4156761       0.4336437     0.001319493     9.126123E-4     6.181182E-8
           6595.5     1.974970E-7     1.759181E-7     5.770707E-7     5.871907E-6       0.4159196        0.433474      0.00132642     9.174144E-4     6.183320E-8
            6596.     1.975223E-7     1.746049E-7     5.703127E-7     5.828835E-6       0.4161629       0.4333043     0.001333347     9.222166E-4     6.185457E-8
           6596.5     1.975476E-7     1.732916E-7     5.635546E-7     5.785764E-6       0.4164064       0.4331345     0.001340274     9.270187E-4     6.187594E-8
            6597.     1.975729E-7     1.719784E-7     5.567966E-7     5.742692E-6       0.4166498       0.4329648       0.0013472     9.318209E-4     6.189732E-8
           6597.5     1.975982E-7     1.706652E-7     5.500386E-7     5.699620E-6       0.4168933        0.432795     0.001354127     9.366230E-4     6.191868E-8
            6598.     1.976235E-7     1.693520E-7     5.432806E-7     5.656549E-6       0.4171367       0.4326253     0.001361054     9.414252E-4     6.194006E-8
           6598.5     1.976487E-7     1.680387E-7     5.365226E-7     5.613476E-6       0.4173801       0.4324555      0.00136798     9.462273E-4     6.196142E-8
            6599.     1.976740E-7     1.667255E-7     5.297646E-7     5.570404E-6       0.4176235       0.4322857     0.001374907     9.510294E-4     6.198280E-8
           6599.5     1.976993E-7     1.654123E-7     5.230065E-7     5.527333E-6       0.4178669       0.4321159     0.001381834     9.558316E-4     6.200416E-8
            6600.     1.977246E-7     1.640990E-7     5.162485E-7     5.484260E-6       0.4181103       0.4319462      0.00138876     9.606337E-4     6.202553E-8
           6600.5     1.977547E-7     1.627898E-7     5.165428E-7     5.459279E-6        0.416872       0.4324665     0.001395721     9.654593E-4     6.204842E-8
            6601.     1.977848E-7     1.614804E-7     5.168371E-7     5.434296E-6       0.4156336       0.4329867     0.001402682     9.702852E-4     6.207129E-8
           6601.5     1.978149E-7     1.601710E-7     5.171314E-7     5.409312E-6       0.4143951       0.4335069     0.001409643     9.751113E-4     6.209417E-8
            6602.     1.978450E-7     1.588616E-7     5.174257E-7     5.384326E-6       0.4131566       0.4340273     0.001416605     9.799376E-4     6.211706E-8
           6602.5     1.978751E-7     1.575520E-7     5.177201E-7     5.359339E-6        0.411918       0.4345475     0.001423567     9.847643E-4     6.213994E-8
            6603.     1.979052E-7     1.562424E-7     5.180144E-7     5.334351E-6       0.4106793       0.4350679     0.001430529     9.895910E-4     6.216283E-8
           6603.5     1.979353E-7     1.549328E-7     5.183088E-7     5.309362E-6       0.4094406       0.4355883     0.001437492     9.944180E-4     6.218571E-8
            6604.     1.979654E-7     1.536230E-7     5.186031E-7     5.284371E-6       0.4082017       0.4361086     0.001444455     9.992453E-4     6.220858E-8
           6604.5     1.979955E-7     1.523132E-7     5.188975E-7     5.259380E-6       0.4069629       0.4366291     0.001451418     0.001004073     6.223148E-8
            6605.     1.980256E-7     1.510034E-7     5.191919E-7     5.234386E-6        0.405724       0.4371496     0.001458382     0.001008901     6.225437E-8
           6605.5     1.980557E-7     1.496934E-7     5.194863E-7     5.209392E-6        0.404485       0.4376701     0.001465346     0.001013729     6.227725E-8
            6606.     1.980858E-7     1.483835E-7     5.197807E-7     5.184397E-6        0.403246       0.4381905      0.00147231     0.001018557     6.230015E-8
           6606.5     1.981159E-7     1.470734E-7     5.200752E-7     5.159400E-6       0.4020069        0.438711     0.001479275     0.001023385     6.232303E-8
            6607.     1.981460E-7     1.457633E-7     5.203696E-7     5.134401E-6       0.4007676       0.4392315      0.00148624     0.001028214     6.234593E-8
           6607.5     1.981761E-7     1.444531E-7     5.206640E-7     5.109403E-6       0.3995285       0.4397521     0.001493205     0.001033043     6.236881E-8
            6608.     1.982063E-7     1.431429E-7     5.209586E-7     5.084402E-6       0.3982892       0.4402727     0.001500171     0.001037872     6.239171E-8
           6608.5     1.982363E-7     1.418325E-7     5.212530E-7     5.059400E-6       0.3970498       0.4407933     0.001507137     0.001042701     6.241461E-8
            6609.     1.982664E-7     1.405222E-7     5.215475E-7     5.034397E-6       0.3958104        0.441314     0.001514104     0.001047531     6.243749E-8
           6609.5     1.982966E-7     1.392117E-7     5.218420E-7     5.009393E-6       0.3945709       0.4418346      0.00152107     0.001052361     6.246039E-8
