index,Name,RA,DEC
183,PSZ2_G240.03-19.81,95.63187235,-32.41789898
184,PSZ2_G191.57+58.88,157.4151933,33.90993599
185,PSZ2_G180.74-85.21,17.30791062,-24.51078702
186,PSZ2_G265.60-46.87,58.76154908,-54.74672968
187,PSZ2_G356.21-43.11,317.834006,-44.43442288
188,PSZ2_G053.80+36.49,254.9007904,31.74318993
189,PSZ2_G116.05+20.00,329.9460709,80.49072174
190,PSZ2_G203.32+08.91,106.5419128,12.55394855
191,PSZ2_G349.18+38.66,227.9724113,-11.27847582
192,PSZ2_G069.47-29.06,326.5036007,13.98760754
193,PSZ2_G234.09+10.45,122.2897601,-13.48846982
194,PSZ2_G032.31+66.07,219.2979138,24.38923753
195,PSZ2_G117.11+11.48,352.4867269,73.43335605
196,PSZ2_G303.75-32.86,6.018087747,-84.22069324
197,PSZ2_G278.94-17.62,121.09173,-65.93005193
198,PSZ2_G292.22-43.33,38.23132622,-71.61953415
199,PSZ2_G002.04-22.15,291.3596104,-36.51794355
200,PSZ2_G092.64+20.78,289.1859218,61.68023622
201,PSZ2_G185.72-32.23,61.9820324,5.791145179
202,PSZ2_G265.35+08.06,141.4941508,-39.37614349
203,PSZ2_G299.68-60.21,15.80680639,-56.84243414
204,PSZ2_G139.72-17.13,34.98055515,42.83165961
205,PSZ2_G030.70+09.44,273.4416566,2.331401525
206,PSZ2_G278.32-18.77,117.9169586,-65.90399666
207,PSZ2_G356.88-11.33,276.5105802,-37.09743422
208,PSZ2_G045.96-26.94,312.5348829,-1.590527488
209,PSZ2_G294.31-14.18,159.3039572,-74.76063843
210,PSZ2_G287.55-14.25,141.6886441,-70.73151088
211,PSZ2_G146.16-48.92,28.17903385,11.16701043
212,PSZ2_G285.28-47.35,42.53801975,-65.49937594
213,PSZ2_G277.93+12.34,158.0673575,-43.66602469
214,PSZ2_G096.10+12.46,307.8285784,60.91093159
215,PSZ2_G040.11-42.58,324.2706321,-13.09633478
216,PSZ2_G100.38+16.73,304.6810571,66.70298385
217,PSZ2_G134.26-44.28,21.35871815,17.83531311
218,PSZ2_G098.39+57.68,215.5697601,54.90110049
219,PSZ2_G293.92-17.26,150.8497478,-77.09838771
220,PSZ2_G037.25-16.27,299.298332,-3.638706302
221,PSZ2_G293.09+43.20,185.2897097,-19.09063912
222,PSZ2_G267.30-46.19,59.12990677,-56.07925546
223,PSZ2_G153.68+36.96,131.3865663,62.28670479
224,PSZ2_G193.90+09.41,102.7990898,21.1486224
225,PSZ2_G329.29+29.18,218.9841955,-28.28372436
226,PSZ2_G110.69-46.25,4.099172712,15.78512174
227,PSZ2_G009.04+31.09,244.5860131,-4.189299423
228,PSZ2_G225.76-17.35,92.57195205,-18.94492866
229,PSZ2_G058.42-33.50,323.8823279,3.881770214
230,PSZ2_G018.76-61.65,340.6369626,-30.31504626
231,PSZ2_G077.67+30.59,266.7472334,50.47195463
232,PSZ2_G306.23+11.92,197.973139,-50.8188756
233,PSZ2_G179.33-22.22,66.37553435,16.4646611
234,PSZ2_G266.50-25.31,97.65600437,-57.38551509
235,PSZ2_G271.55+26.00,160.560815,-28.88023534
236,PSZ2_G066.59-58.51,346.8558241,-7.542316308
237,PSZ2_G100.07+17.06,303.5893034,66.61169511
238,PSZ2_G164.85-16.55,60.75506077,30.32177099
239,PSZ2_G126.36-19.11,17.34276939,43.63370456
240,PSZ2_G093.71-30.90,345.1839268,25.61136828
241,PSZ2_G280.39-10.48,136.6507197,-63.03595585
242,PSZ2_G271.15+21.10,157.0896629,-32.7954838
243,PSZ2_G051.48-30.87,318.3988536,0.51964668
244,PSZ2_G185.45-32.01,62.01698914,6.109443393
245,PSZ2_G125.11+28.14,131.0118618,87.81815671
246,PSZ2_G160.94+44.85,143.3680894,54.95231489
247,PSZ2_G224.86-79.51,24.5815777,-28.80738059
248,PSZ2_G286.32-30.62,85.37937345,-75.06259142
249,PSZ2_G183.92+16.36,105.4893653,32.85983276
250,PSZ2_G323.96+43.81,208.5254743,-16.48256945
251,PSZ2_G105.00+39.68,238.1512045,70.53335741
252,PSZ2_G289.50+32.71,179.9769069,-28.80465715
253,PSZ2_G337.99-33.61,303.6793437,-59.21752123
254,PSZ2_G057.09+11.19,283.5194099,26.48299795
255,PSZ2_G292.69-18.32,143.7570983,-77.10335928
256,PSZ2_G297.91+31.43,187.8533032,-31.2421661
257,PSZ2_G141.59+23.69,95.48324713,72.81279919
258,PSZ2_G037.31-21.54,304.0323134,-5.984018273
259,PSZ2_G340.35-42.80,320.1064682,-55.93778032
260,PSZ2_G256.41+32.31,153.2545534,-15.89154883
261,PSZ2_G079.36+38.06,254.8538954,52.07566315
262,PSZ2_G253.43+30.57,150.0920479,-15.41010959
263,PSZ2_G025.89-46.67,324.677505,-23.98493287
264,PSZ2_G177.03+32.64,123.3525928,43.26509726
265,PSZ2_G286.07-42.75,49.75883,-69.22224304
266,PSZ2_G095.00-37.14,349.3564146,20.57362211
267,PSZ2_G245.66-07.40,111.7014663,-32.4179237
268,PSZ2_G147.17+42.67,147.4524607,64.92212263
269,PSZ2_G143.90+25.06,101.33508,71.07216098
270,PSZ2_G029.87-17.81,297.5458413,-10.64185681
271,PSZ2_G023.87-13.88,291.3960142,-14.20553052
272,PSZ2_G176.07-26.95,60.63787495,15.61371808
273,PSZ2_G278.91-15.76,124.9708487,-64.99121246
274,PSZ2_G146.13+40.97,144.7845117,66.43705438
275,PSZ2_G106.21+26.32,282.1361085,75.05866413
276,PSZ2_G092.69+59.92,216.6347112,51.25208974
277,PSZ2_G027.23+15.73,266.2912277,2.218193511
278,PSZ2_G311.23-23.00,255.913123,-81.42894826
279,PSZ2_G232.45-17.44,95.17233151,-24.86165904
280,PSZ2_G093.94+13.75,303.330712,59.83401527
281,PSZ2_G252.51+20.02,141.4441469,-22.13189282
282,PSZ2_G059.76+14.59,281.1949274,30.24677357
283,PSZ2_G290.83-45.84,36.85187396,-68.96553569
284,PSZ2_G167.63-43.99,43.59008344,7.952947772
285,PSZ2_G202.61-26.26,74.96198098,-3.371832981
286,PSZ2_G090.12-13.87,330.9178989,38.08948587
287,PSZ2_G183.92-68.82,32.00462131,-15.62433553
288,PSZ2_G293.17-14.35,155.4660664,-74.31557322
289,PSZ2_G316.51-33.21,313.5503874,-76.78672633
290,PSZ2_G121.87-45.97,12.08917791,16.88760769
291,PSZ2_G275.24-40.42,65.53941897,-63.58772324
292,PSZ2_G270.45-14.50,118.9004803,-57.24987103
293,PSZ2_G311.18-47.76,357.6798135,-68.38015042
294,PSZ2_G254.52+62.52,172.4883319,7.584715098
295,PSZ2_G018.73-15.49,290.7770614,-19.39917648
296,PSZ2_G303.98-18.29,199.3557478,-81.10919501
297,PSZ2_G250.73+22.85,142.5033215,-18.99998415
298,PSZ2_G144.84-35.16,32.42297816,24.35543454
299,PSZ2_G322.74-42.10,330.7661473,-67.96347356
300,PSZ2_G084.15-08.63,320.936274,38.13474323
301,PSZ2_G280.78-52.22,40.30641152,-59.92756942
302,PSZ2_G296.59-10.50,171.9015264,-72.33731
303,PSZ2_G066.76-08.42,307.7695687,25.0447577
304,PSZ2_G152.47+42.11,142.4646549,61.65786711
305,PSZ2_G161.73-28.58,49.57338282,23.01232327
306,PSZ2_G332.11-23.63,281.8545359,-63.46697178
307,PSZ2_G158.45-42.92,38.72074873,12.70278728
308,PSZ2_G246.91+24.65,141.520125,-15.187409
309,PSZ2_G002.88-22.45,292.0147682,-35.87609336
310,PSZ2_G130.64+37.16,161.7858341,78.03349241
311,PSZ2_G254.10+19.95,142.4823086,-23.27295538
312,PSZ2_G131.19+14.48,45.86754017,75.19959566
313,PSZ2_G233.46+25.46,134.8022873,-4.922281327
314,PSZ2_G003.21-76.04,358.3512149,-33.29324445
315,PSZ2_G156.24+22.32,101.2348846,59.45095388
316,PSZ2_G042.54+18.02,270.6433998,16.40139534
317,PSZ2_G278.56+10.74,157.6282333,-45.35030692
318,PSZ2_G032.77+19.69,265.1224844,8.711237937
319,PSZ2_G251.55-42.78,68.25333538,-45.83952086
320,PSZ2_G163.89+11.55,88.94520864,48.57049272
321,PSZ2_G086.07-41.99,345.6385062,12.95227539
322,PSZ2_G059.52+16.23,279.3393414,30.6641929
323,PSZ2_G293.35-10.50,162.5448764,-71.08979322
324,PSZ2_G204.91-69.71,34.69221556,-22.62249574
325,PSZ2_G091.56+08.50,309.0663098,54.98356235
326,PSZ2_G294.45-13.94,160.1930199,-74.62492113
327,PSZ2_G018.92-33.64,309.2781317,-25.59298294
328,PSZ2_G319.16+26.63,210.4068892,-34.01090184
329,PSZ2_G166.56-17.69,61.19432921,28.36060046
330,PSZ2_G285.85-46.36,43.41120021,-66.50619708
331,PSZ2_G125.41+27.95,123.9960994,87.64659432
332,PSZ2_G215.25-87.14,16.06482782,-27.20748987
333,PSZ2_G052.08+46.13,243.4439272,32.08138202
334,PSZ2_G171.48+16.17,99.52136576,43.84945441
335,PSZ2_G128.15-24.71,18.87684592,37.91346082
336,PSZ2_G157.07-33.63,42.92578609,21.1472335
337,PSZ2_G359.60-08.72,275.0918356,-33.53171678
338,PSZ2_G097.37-17.11,340.6788968,39.28211537
339,PSZ2_G084.69-58.60,354.0406087,-1.43361878
340,PSZ2_G347.96+80.46,200.033481,20.21205383
341,PSZ2_G227.44-31.24,79.12449277,-25.28555507
342,PSZ2_G210.02-56.38,49.11523697,-20.7778694
343,PSZ2_G035.89-61.39,341.7593232,-22.22824807
344,PSZ2_G284.30-26.75,99.87619011,-73.40260501
345,PSZ2_G268.07+09.39,145.2400595,-40.24588124
346,PSZ2_G036.80-14.95,297.9201625,-3.411634889
347,PSZ2_G031.37-71.95,352.6812052,-26.17128597
348,PSZ2_G353.36-26.49,294.102131,-45.29537316
349,PSZ2_G094.31-11.31,333.2398927,42.57879192
350,PSZ2_G310.22+23.02,201.5511705,-39.3544674
351,PSZ2_G251.21-16.74,103.9362566,-41.25246876
352,PSZ2_G148.60-48.61,29.81578078,10.84230853
353,PSZ2_G136.33-44.53,22.82568151,17.30026608
354,PSZ2_G027.28+23.79,259.1370903,5.964182524
355,PSZ2_G201.20-42.83,59.70723709,-10.21625095
356,PSZ2_G115.34-54.89,8.466802422,7.721904719
357,PSZ2_G152.40+75.00,183.3146954,39.85766538
358,PSZ2_G076.51+21.73,279.6574426,47.62842846
359,PSZ2_G120.75+25.39,323.9867091,87.38292426
360,PSZ2_G076.81-32.57,333.6921942,15.92452493
361,PSZ2_G067.72-24.13,321.599396,16.08122464
362,PSZ2_G126.72-21.03,17.60297038,41.69236191
363,PSZ2_G261.11+34.90,158.0988526,-16.44407628
364,PSZ2_G225.18-33.61,75.99838081,-24.18876347
365,PSZ2_G150.64-14.21,49.33204721,40.67688906
366,PSZ2_G355.22-70.03,352.831781,-37.91145261
367,PSZ2_G146.10-55.55,25.7705973,4.978732187
368,PSZ2_G195.03-79.43,23.82361547,-23.46065327
369,PSZ2_G045.47+17.80,272.032217,18.8742908
370,PSZ2_G229.40-15.49,95.88135961,-21.40421617
371,PSZ2_G269.02+46.30,169.7936482,-10.39867634
372,PSZ2_G242.74-11.66,105.6921577,-31.70291832
373,PSZ2_G358.80-10.83,276.9624092,-35.17744362
374,PSZ2_G308.04-15.48,216.0945865,-77.42674915
375,PSZ2_G226.15+09.02,117.0195167,-7.446721302
376,PSZ2_G321.94+75.57,197.6432832,13.41769949
377,PSZ2_G253.95+39.12,156.4539769,-9.522345061
378,PSZ2_G325.25-33.72,307.2512122,-69.70171074
379,PSZ2_G290.38+37.57,181.9785845,-24.2359602
380,PSZ2_G045.20+15.63,274.0145937,17.76216509
381,PSZ2_G312.35+17.84,205.3895592,-44.10402548
382,PSZ2_G167.43-53.67,37.39605567,0.495083322
383,PSZ2_G026.09-25.62,303.4277679,-17.02519961
384,PSZ2_G203.71+50.82,148.7731224,26.33091349
385,PSZ2_G304.95-18.60,205.5794155,-81.2788479
386,PSZ2_G136.02-47.15,22.02703441,14.78307818
387,PSZ2_G295.36+24.29,184.0871402,-38.05939013
388,PSZ2_G044.21+52.13,235.7544571,27.8333101
389,PSZ2_G010.76-16.91,288.9423815,-26.99479695
390,PSZ2_G104.58-15.41,347.958263,43.88359117
391,PSZ2_G218.58+08.71,113.1883998,-1.003125858
392,PSZ2_G036.77-16.51,299.298929,-4.150413652
393,PSZ2_G202.66+66.98,166.8142374,28.79649753
394,PSZ2_G112.69+33.37,245.1021381,79.18157419
395,PSZ2_G046.39+11.71,278.2491827,17.19204393
396,PSZ2_G325.19+49.12,207.4979135,-11.1992951
397,PSZ2_G227.30+09.00,117.5642503,-8.439838768
398,PSZ2_G105.94-16.14,350.0238946,43.6922767
399,PSZ2_G337.92-64.34,351.672256,-46.61180797
400,PSZ2_G339.74-51.08,333.7589777,-53.35570174
401,PSZ2_G250.47-33.97,80.75926507,-44.7920821
402,PSZ2_G345.38-25.32,290.0080391,-52.05645429
403,PSZ2_G051.40-61.15,344.5480214,-15.27242863
404,PSZ2_G104.52+39.39,239.4819385,70.38493812
405,PSZ2_G122.81+24.74,10.35607284,87.6156268
406,PSZ2_G295.00-37.76,42.97583551,-77.44980959
407,PSZ2_G241.91+07.79,124.2630705,-21.43434201
408,PSZ2_G093.41-16.26,335.9786463,38.00703556
409,PSZ2_G342.32+23.51,233.4871771,-26.6588094
410,PSZ2_G072.96-12.26,315.3094898,27.55243762
411,PSZ2_G206.55-43.22,61.1062921,-13.89998212
412,PSZ2_G036.36+16.01,269.9844534,10.19641113
413,PSZ2_G263.96+40.64,163.5168981,-13.17935964
414,PSZ2_G173.07-36.15,52.01916234,11.0394011
415,PSZ2_G048.39-16.78,304.889445,5.482946455
416,PSZ2_G226.12-19.51,90.61399904,-20.10292682
417,PSZ2_G064.98+16.71,281.1498974,35.69702656
418,PSZ2_G288.06-46.73,39.80150622,-67.16211514
419,PSZ2_G027.99-69.85,350.2087969,-27.02998025
420,PSZ2_G282.32-40.15,60.2229076,-68.55134074
421,PSZ2_G183.32-31.51,61.29588793,7.84865549
422,PSZ2_G039.86+18.70,268.9272196,14.3619665
423,PSZ2_G291.34+14.70,176.4087925,-46.68196181
424,PSZ2_G006.16-69.49,350.5375195,-34.57521351
425,PSZ2_G315.71-83.81,11.22919751,-33.14671377
426,PSZ2_G129.99-22.42,21.38909207,39.98029926
427,PSZ2_G293.80-40.77,39.43009089,-74.41415613
428,PSZ2_G126.62-53.42,15.08718847,9.3810607
429,PSZ2_G026.34-58.64,337.6571827,-26.26635231
430,PSZ2_G098.62+51.76,222.8270502,59.33064875
431,PSZ2_G179.45-43.92,49.8117183,2.133676309
432,PSZ2_G231.41+77.48,179.9967162,22.58082503
433,PSZ2_G027.92+15.54,266.7671927,2.711519994
434,PSZ2_G017.72-51.40,328.7492675,-30.13246736
435,PSZ2_G058.31+41.96,249.0507832,36.0554112
436,PSZ2_G215.75-32.97,73.79704462,-16.5572814
437,PSZ2_G208.57-44.31,60.67467933,-15.67325196
438,PSZ2_G232.27+12.59,123.1989488,-10.85057861
439,PSZ2_G149.73+24.49,102.6639918,65.77753851
440,PSZ2_G340.97+34.18,225.456067,-18.87879245
441,PSZ2_G321.08-17.96,257.9283432,-70.92640488
442,PSZ2_G325.86-33.56,306.4915892,-69.2386539
443,PSZ2_G153.80+33.79,124.5597121,62.68201591
444,PSZ2_G241.98+19.56,134.4557678,-14.7419999
445,PSZ2_G067.21-20.49,318.3644835,18.05786468
446,PSZ2_G165.41+25.93,110.9884291,52.1545359
447,PSZ2_G233.43-15.36,97.68078795,-24.92879331
448,PSZ2_G318.54-07.62,232.9243144,-65.52135681
449,PSZ2_G131.27-25.82,22.20494032,36.44472575
