PSZ2 Indx,Name,RA,DEC,RA_SEX,DEC_SEX,SDSS Footprint,SkyServer,SDSS Catalog,DES,DES Catalog,NED,SNR,PSZ1,Redshift,Semester,Val,PCCS2,PSZ1 Name,Optical run1,Optical run2,IR run1,Optical Bands,Optical Status,IR Status,Observable,ROSAT,RASS rate,RASS S/N,New RASS rate,New RASS S/N,PSZ1 Index,PSZ2 Index,New S/N,Old S/N,Notes
511,PSZ2_G105.94-16.14,350.0238946,43.6922767,23:20:06,+43:41:32.19,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=350.023895d&lat=43.692277d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.6173,-1,-1,,-1,T,,,,,,unknown,unknown,,,,,0.0003,0.07,,,,,
1577,PSZ2_G337.92-64.34,351.672256,-46.61180797,23:26:41,-46:36:43,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=351.672256d&lat=-46.611808d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.6096,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0031,0.41,,,,,
1586,PSZ2_G339.74-51.08,333.7589777,-53.35570174,22:15:02,-53:21:21,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=333.758978d&lat=-53.355702d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.6088,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.01,1.35,,,,,
1142,PSZ2_G250.47-33.97,80.75926507,-44.7920821,5:23:02,-44:47:31,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=80.759265d&lat=-44.792082d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.6082,855,-1,,-1,F,PSZ1_G250.50-33.97,,,,,unknown,unknown,FALSE,,0.0042,0.9,0.0059,1.19,855,1142,4.608,4.617,
1611,PSZ2_G345.38-25.32,290.0080391,-52.05645429,19:20:02,-52:03:23,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=290.008039d&lat=-52.056454d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.6064,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0077,-0.57,,,,,
207,PSZ2_G051.40-61.15,344.5480214,-15.27242863,22:58:12,-15:16:21,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=344.548021d&lat=-15.272429d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.6046,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0151,0.91,,,,,
500,PSZ2_G104.52+39.39,239.4819385,70.38493812,15:57:56,+70:23:05.77,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=239.481938d&lat=70.384938d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5987,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.001,-0.38,,,,,
600,PSZ2_G122.81+24.74,10.35607284,87.6156268,0:41:25,+87:36:56.25,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=10.356073d&lat=87.615627d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5977,-1,-1,,-1,T,,,,,,unknown,unknown,TRUE,,,,-0.0057,-3.61,,,,,
1393,PSZ2_G295.00-37.76,42.97583551,-77.44980959,2:51:54,-77:26:59,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=42.975836d&lat=-77.449810d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5958,1034,-1,,-1,F,PSZ1_G295.00-37.76,,,,,unknown,unknown,FALSE,,-0.0065,-1.57,-0.0065,-1.57,1034,1393,4.596,4.62,
1094,PSZ2_G241.91+07.79,124.2630705,-21.43434201,8:17:03,-21:26:04,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=124.263071d&lat=-21.434342d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5947,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.006,-1.79,,,,,
424,PSZ2_G093.41-16.26,335.9786463,38.00703556,22:23:55,+38:00:25.32,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=335.978646&dec=38.007036&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=335.978646d&lat=38.007036d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5908,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0304,3.72,,,,,
1599,PSZ2_G342.32+23.51,233.4871771,-26.6588094,15:33:57,-26:39:32,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=233.487177d&lat=-26.658809d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5875,-1,-1,,-1,T,,,,,,unknown,unknown,TRUE,,,,-0.0041,-0.71,,,,,
310,PSZ2_G072.96-12.26,315.3094898,27.55243762,21:01:14,+27:33:08.77,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=315.309490d&lat=27.552438d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.586,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,-0.0154,-3.18,,,,,
934,PSZ2_G206.55-43.22,61.1062921,-13.89998212,4:04:26,-13:54:00,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=61.106292d&lat=-13.899982d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.584,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0023,-0.57,,,,,
126,PSZ2_G036.36+16.01,269.9844534,10.19641113,17:59:56,+10:11:47.08,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=269.984453&dec=10.196411&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=269.984453d&lat=10.196411d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5818,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.0052,-0.95,,,,,
1219,PSZ2_G263.96+40.64,163.5168981,-13.17935964,10:54:04,-13:10:46,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=163.516898d&lat=-13.179360d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5813,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.0053,-1.93,,,,,
819,PSZ2_G173.07-36.15,52.01916234,11.0394011,3:28:05,+11:02:21.84,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=52.019162d&lat=11.039401d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5808,597,-1,,-1,F,PSZ1_G173.07-36.12,,,,,unknown,unknown,TRUE,,-0.0027,-1.07,-0.003,-1.23,597,819,4.581,4.946,
193,PSZ2_G048.39-16.78,304.889445,5.482946455,20:19:33,+05:28:58.60,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=304.889445d&lat=5.482946d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5762,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0032,0.61,,,,,
1017,PSZ2_G226.12-19.51,90.61399904,-20.10292682,6:02:27,-20:06:11,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=90.613999d&lat=-20.102927d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5715,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0381,4.01,,,,,
266,PSZ2_G064.98+16.71,281.1498974,35.69702656,18:44:36,+35:41:49.29,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=281.149897d&lat=35.697027d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5704,-1,-1,,-1,T,,,,,,unknown,unknown,TRUE,,,,-0.0032,-1.19,,,,,
1352,PSZ2_G288.06-46.73,39.80150622,-67.16211514,2:39:12,-67:09:44,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=39.801506d&lat=-67.162115d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.565,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0004,0.08,,,,,
95,PSZ2_G027.99-69.85,350.2087969,-27.02998025,23:20:50,-27:01:48,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=350.208797d&lat=-27.029980d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5635,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0244,1.15,,,,,
1315,PSZ2_G282.32-40.15,60.2229076,-68.55134074,4:00:53,-68:33:05,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=60.222908d&lat=-68.551341d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5634,-1,-1,,-1,T,,,,,,unknown,unknown,FALSE,,,,0,0,,,,,
849,PSZ2_G183.32-31.51,61.29588793,7.84865549,4:05:11,+07:50:55.15,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=61.295888d&lat=7.848655d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5602,-1,-1,,-1,T,,,,,,unknown,unknown,TRUE,,,,0.0016,0.35,,,,,
143,PSZ2_G039.86+18.70,268.9272196,14.3619665,17:55:43,+14:21:43.07,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=268.927220d&lat=14.361967d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5583,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,0.0004,0.04,,,,,
1366,PSZ2_G291.34+14.70,176.4087925,-46.68196181,11:45:38,-46:40:55,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=176.408793d&lat=-46.681962d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5555,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0022,-0.32,,,,,
19,PSZ2_G006.16-69.49,350.5375195,-34.57521351,23:22:09,-34:34:31,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=350.537519d&lat=-34.575214d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5534,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0028,0.19,,,,,
1491,PSZ2_G315.71-83.81,11.22919751,-33.14671377,0:44:55,-33:08:48,FALSE,,,TRUE,MADE,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=11.229198d&lat=-33.146714d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5523,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0133,1.62,,,,,
640,PSZ2_G129.99-22.42,21.38909207,39.98029926,1:25:33,+39:58:49.07,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=21.389092&dec=39.980299&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=21.389092d&lat=39.980299d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5502,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,-0.0005,-0.1,,,,,
1383,PSZ2_G293.80-40.77,39.43009089,-74.41415613,2:37:43,-74:24:51,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=39.430091d&lat=-74.414156d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5483,-1,-1,,-1,F,,,,,,unknown,unknown,,,,,0.0047,0.66,,,,,
627,PSZ2_G126.62-53.42,15.08718847,9.3810607,1:00:21,+09:22:51.81,TRUE,http://skyserver.sdss.org/dr13/en/tools/chart/navi.aspx?ra=15.087188&dec=9.381061&opt=S,MADE,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=15.087188d&lat=9.381061d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5465,-1,-1,,-1,F,,,,,,unknown,unknown,FALSE,,,,-0.0005,-0.12,,,,,
86,PSZ2_G026.34-58.64,337.6571827,-26.26635231,22:30:38,-26:15:59,FALSE,,,FALSE,,https://ned.ipac.caltech.edu/cgi-bin/objsearch?in_csys=Equatorial&in_equinox=J2000.0&lon=337.657183d&lat=-26.266352d&radius=5&hconst=73&omegam=0.27&omegav=0.73&corr_z=1&z_constraint=Unconstrained&z_value1=&z_value2=&z_unit=z&ot_include=ANY&in_objtypes1=Galaxies&in_objtypes1=GPairs&in_objtypes1=GTriples&in_objtypes1=GGroups&in_objtypes1=GClusters&search_type=Near+Position+Search&nmp_op=ANY&out_csys=Equatorial&out_equinox=J2000.0&obj_sort=Distance+to+search+center&of=pre_text&zv_breaker=30000.0&list_limit=5&img_stamp=YES,4.5459,-1,-1,,-1,F,,,,,,unknown,unknown,TRUE,,,,0.0043,0.63,,,,,
